housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
yes,Self-employed,wed,highschool.certificate,nov,Inner.city,inactive,no,0,6,391,5538,1.15,High,106.05,satisfactory,42,15589,84.89,2,no
no,Self-employed,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,0,880,2466,-1.3,High,106.1244,satisfactory,32,15300,80.99,2,no
no,Chef,tue,highschool.certificate,jul,Inner.city,inactive,yes,0,2,793,7266,3.6,Satisfactory,108.2244,poor,26,15724,82.88,0,no
yes,Lawyer,thu,other,apr,Inner.city,inactive,yes,0,3,541,2733,-1,Satisfactory,109.74,poor,35,15274,75.77,0,no
yes,Self-employed,fri,Higher.school.certificate,may,suburban,inactive,no,0,1,556,5.63,3.25,Satisfactory,105.7452,satisfactory,47,15608,102.98,1,no
yes,Plumber,mon,other,jun,Inner.city,inactive,no,0,9,194,6547,3.6,Satisfactory,109292,excellent,45,15674,88.78,1,no
yes,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,902,3036,-1.1,High,109.0344,poor,32,15253,75.1,2,no
yes,Doctor,thu,other,may,Inner.city,inactive,no,0,1,394,4827,3.05,Satisfactory,108.3352,poor,44,15575,94,0,no
yes,Lawyer,wed,other,jul,Inner.city,inactive,yes,0,2,232,6119,3.8,Satisfactory,111.1744,excellent,45,15697,83.93,1,no
yes,Lawyer,wed,doctorate,may,Inner.city,active,no,0,4,2025,6705,3.25,Satisfactory,107.4952,poor,37,15633,97.87,0,yes
yes,Self-employed,wed,highschool.certificate,jun,suburban,inactive,no,0,0,1723,7066,3.6,Satisfactory,112452,satisfactory,39,15705,86.31,1,yes
no,Self-employed,fri,TAFE,may,suburban,inactive,yes,0,6,228,2307,-1.4,Satisfactory,108.6244,satisfactory,49,15265,77.4,1,no
yes,Electrician,thu,other,nov,Inner.city,inactive,yes,0,0,1565,5396,1.45,High,108.16,excellent,51,15589,81.97,2,no
yes,Electrician,thu,other,aug,suburban,inactive,yes,0,14,268,5858,3.5,Satisfactory,109.9752,satisfactory,56,15669,96.98,0,no
yes,Gardener,mon,highschool.certificate,may,suburban,inactive,no,0,7,1189,5851,3.15,Satisfactory,110.2752,satisfactory,55,15573,98.06,1,no
yes,Lawyer,thu,other,may,Inner.city,inactive,yes,0,2,942,2312,-1.3,Satisfactory,109.2844,poor,28,15265,74.88,1,no
no,Driver,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,0,462,5626,3.5,Satisfactory,109.6244,satisfactory,32,15684,83.37,1,no
no,Plumber,thu,other,jul,Inner.city,inactive,yes,0,1,1431,6433,3.6,Satisfactory,105.1444,poor,20,15638,89.82,0,yes
yes,Doctor,tue,other,jul,suburban,inactive,yes,0,2,1829,6352,3.7,Satisfactory,105.1444,satisfactory,53,15692,82.83,1,yes
yes,Plumber,tue,doctorate,jul,Inner.city,inactive,yes,0,2,897,6499,3.5,Satisfactory,110.7144,satisfactory,53,15719,86.07,0,yes
no,Other,thu,doctorate,jun,Inner.city,inactive,yes,1,1,599,2141,-2.95,Low,105.2204,satisfactory,55,15242,88.65,1,no
yes,Self-employed,tue,Higher.school.certificate,jul,Inner.city,inactive,no,0,0,168,5083,3.8,Satisfactory,107.4544,satisfactory,46,15621,82.06,1,no
yes,Electrician,fri,doctorate,oct,Inner.city,active,no,0,0,487,1645,-3.8,High,107.5848,poor,36,15088,117.24,1,no
no,Self-employed,wed,TAFE,jul,Inner.city,inactive,yes,0,0,871,6353,3.7,Satisfactory,105.1044,satisfactory,28,15691,82.71,1,no
yes,Lawyer,mon,Higher.school.certificate,nov,suburban,inactive,yes,0,1,260,4801,1.35,Satisfactory,108.36,satisfactory,41,15612,86.63,0,no
no,Gardener,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,2,2086,2619,-1.1,Satisfactory,106.8144,satisfactory,30,15273,74.86,1,no
no,Academic,tue,highschool.certificate,aug,suburban,active,yes,0,2,74,6296,3.4,Satisfactory,106.0052,satisfactory,48,15675,99.57,1,no
yes,Gardener,wed,Higher.school.certificate,jul,Inner.city,active,yes,0,3,168,1.65,-1.05,High,110452,satisfactory,35,14974,92.4,2,no
yes,Self-employed,tue,Bachelour.degree,jun,Inner.city,inactive,no,0,0,335,6408,3.5,Satisfactory,110832,poor,27,15726,84.01,1,no
yes,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,0,356,7084,3.8,Satisfactory,108.4952,poor,30,15667,100.64,0,no
yes,Gardener,mon,Bachelour.degree,may,suburban,active,no,0,1,336,5392,3.35,Satisfactory,108.1752,excellent,45,15547,99.34,0,no
yes,Gardener,tue,Bachelour.degree,may,suburban,inactive,yes,0,1,307,2544,-1.3,Satisfactory,107.8144,satisfactory,36,15335,79.07,1,no
yes,Driver,thu,doctorate,may,Inner.city,inactive,yes,0,6,308,2626,-1.2,Satisfactory,107.0744,poor,31,15239,76.75,1,no
yes,Retail,wed,Bachelour.degree,nov,Inner.city,inactive,yes,0,3,131,5879,1.55,Satisfactory,108.91,poor,35,15606,86.17,1,no
yes,Self-employed,fri,Higher.school.certificate,may,suburban,inactive,yes,0,3,334,2749,-1.4,Satisfactory,104.8444,satisfactory,30,15299,74.96,1,no
yes,Self-employed,mon,doctorate,apr,Inner.city,inactive,yes,0,4,200,3.14,-1.3,Satisfactory,106.32,satisfactory,38,15333,79.22,0,no
yes,Self-employed,fri,unknown,may,Inner.city,inactive,no,0,1,126,5717,3.15,Satisfactory,107.0452,satisfactory,40,15563,99.63,1,no
no,Lawyer,thu,other,may,Inner.city,inactive,yes,0,2,430,2925,-1,Satisfactory,107.3744,satisfactory,47,15298,76.96,1,no
yes,Plumber,wed,Bachelour.degree,nov,Inner.city,inactive,yes,0,3,407,4355,1.25,Satisfactory,105.03,satisfactory,36,15587,87.67,0,no
no,Self-employed,wed,Bachelour.degree,nov,Inner.city,inactive,yes,0,1,601,4802,1.45,Satisfactory,109.07,poor,31,15626,86.2,1,no
yes,Gardener,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,5,393,2061,-1.1,High,100.0644,excellent,26,15250,81.41,2,no
no,Driver,wed,doctorate,nov,Inner.city,inactive,yes,0,3,457,5725,1.45,Satisfactory,109.08,satisfactory,31,15568,85.9,0,no
yes,Lawyer,mon,other,may,Inner.city,inactive,yes,0,5,734,2086,-1.3,Satisfactory,109.3844,poor,26,15289,77.92,0,no
yes,Self-employed,fri,Higher.school.certificate,oct,Inner.city,inactive,no,0,1,188,5565,1.15,Satisfactory,105.3184,satisfactory,37,15568,92.63,0,yes
yes,Self-employed,thu,Bachelour.degree,aug,Inner.city,inactive,yes,0,7,651,6408,3.5,Satisfactory,104.2652,poor,29,15645,95.5,1,no
no,Lawyer,wed,Bachelour.degree,jun,Inner.city,inactive,no,0,3,303,5346,3.5,Satisfactory,108552,poor,42,15672,88.07,1,no
yes,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,6,464,6.11,3.6,Satisfactory,106.9452,poor,39,15664,98.08,1,no
yes,Chef,wed,Bachelour.degree,jun,Inner.city,active,yes,1,3,1160,1608,-1.25,Satisfactory,108934,satisfactory,24,14948,91.67,4,yes
yes,Lawyer,fri,other,jun,Inner.city,inactive,yes,0,2,202,2568,-2.65,Satisfactory,106.6504,poor,34,15203,89.86,0,no
no,Plumber,fri,highschool.certificate,may,suburban,active,no,0,4,604,6376,3.15,Satisfactory,107.7252,satisfactory,49,15608,98.01,0,no
no,Electrician,thu,other,jun,Inner.city,inactive,no,0,2,84,6046,3.6,Satisfactory,106412,poor,31,15652,89.66,1,yes
no,Gardener,fri,Bachelour.degree,apr,Inner.city,inactive,yes,0,2,507,2617,-1.3,High,110.37,poor,37,15276,77.66,1,no
yes,Plumber,thu,other,jul,Inner.city,inactive,yes,0,5,672,2603,-1.25,Satisfactory,109442,satisfactory,41,14969,87.66,0,yes
yes,Lawyer,wed,other,jul,Inner.city,active,no,0,3,1475,6102,3.4,Satisfactory,110322,poor,43,15715,88.35,1,no
yes,Self-employed,fri,highschool.certificate,nov,Inner.city,inactive,yes,0,0,978,5498,1.25,Satisfactory,106.03,poor,35,15607,88.62,1,no
yes,Librarian,tue,Higher.school.certificate,may,Inner.city,inactive,no,0,10,175,5153,3.15,Satisfactory,107.2752,satisfactory,59,15615,100.2,0,no
no,Driver,fri,Bachelour.degree,aug,Inner.city,active,yes,0,0,415,6746,3.6,Satisfactory,107.5952,satisfactory,41,15664,98.48,0,no
yes,Lawyer,thu,other,aug,Inner.city,inactive,yes,0,2,640,5435,3.4,Satisfactory,106.7852,poor,30,15659,103.02,0,no
no,Lawyer,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,5,2976,4938,1.35,Satisfactory,108.9,satisfactory,34,15571,89.37,1,yes
no,Doctor,thu,other,apr,Inner.city,inactive,yes,0,2,484,2697,-1.1,Satisfactory,104.69,satisfactory,57,15306,78.96,0,no
no,Lawyer,thu,Bachelour.degree,apr,Inner.city,inactive,no,0,4,464,2181,-1.2,Satisfactory,110.38,poor,24,15294,76.48,0,no
no,Doctor,mon,unknown,jul,Inner.city,inactive,yes,0,3,203,1215,-2.65,High,106.8652,poor,41,15225,104.86,1,no
yes,Driver,wed,doctorate,may,Inner.city,inactive,yes,0,2,156,2351,-1,Satisfactory,102.6044,satisfactory,32,15278,79.45,1,no
no,Plumber,tue,other,jul,Inner.city,inactive,yes,0,4,979,2352,-2.95,Satisfactory,108.9952,satisfactory,37,15239,105.94,1,yes
yes,Gardener,fri,TAFE,may,suburban,inactive,no,0,4,2063,5634,2.95,Satisfactory,107.1152,poor,39,15604,99.94,1,no
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,323,2837,-1.3,Satisfactory,108.5244,poor,26,15319,77.58,1,no
no,Self-employed,mon,highschool.certificate,may,suburban,inactive,no,0,2,100,5372,2.95,Satisfactory,106.5152,excellent,33,15573,95.59,0,no
yes,Lawyer,thu,other,jun,Inner.city,inactive,no,0,3,383,5981,3.6,Satisfactory,109432,poor,35,15612,89.67,0,no
no,Self-employed,thu,highschool.certificate,jul,Inner.city,inactive,yes,0,2,947,6295,3.5,Satisfactory,108.6044,poor,26,15693,86.21,1,no
yes,Driver,tue,doctorate,jul,Inner.city,inactive,yes,0,3,124,6643,3.8,Satisfactory,106.8944,satisfactory,46,15724,85.36,1,no
no,Self-employed,fri,TAFE,jul,Inner.city,active,yes,0,3,2433,5855,3.8,Satisfactory,110.0644,poor,28,15658,85.93,0,yes
yes,Self-employed,wed,Higher.school.certificate,apr,suburban,inactive,yes,0,3,794,1803,-1.4,Satisfactory,106.56,satisfactory,54,15308,77.39,1,no
no,Lawyer,mon,other,aug,Inner.city,inactive,yes,0,1,296,5046,3.8,Satisfactory,105.2252,satisfactory,30,15675,96.41,0,no
no,Self-employed,mon,Higher.school.certificate,apr,Inner.city,inactive,yes,0,2,320,2193,-1.4,High,106,excellent,49,15320,73.33,1,no
no,Plumber,wed,other,jul,Inner.city,inactive,yes,0,4,1538,6.3,3.6,Satisfactory,108.3644,poor,29,15645,89.02,1,yes
no,Driver,thu,doctorate,jul,Inner.city,inactive,yes,0,3,1177,2128,-0.95,High,106282,satisfactory,26,14958,91.77,2,yes
yes,Lawyer,mon,Bachelour.degree,aug,Inner.city,inactive,yes,0,0,141,5554,3.7,Satisfactory,103.0452,satisfactory,55,15719,99.28,0,no
yes,Lawyer,tue,Higher.school.certificate,jul,Inner.city,active,yes,0,3,1342,5767,3.6,Satisfactory,108.6144,satisfactory,32,15663,85.96,0,no
no,Plumber,thu,other,jun,Inner.city,inactive,no,0,1,474,5247,3.6,Satisfactory,107922,satisfactory,32,15655,89.46,1,no
yes,Self-employed,thu,Higher.school.certificate,may,Inner.city,active,yes,0,4,146,2278,-1.2,High,104.5244,satisfactory,33,15313,79.22,2,no
no,Lawyer,thu,other,sep,Inner.city,inactive,yes,1,4,310,2113,-0.15,Low,109.2792,poor,24,14860,97.54,2,yes
yes,Self-employed,wed,highschool.certificate,jun,Inner.city,inactive,no,0,0,217,6156,3.5,Satisfactory,106742,satisfactory,46,15691,82.95,0,no
yes,Lawyer,mon,other,may,Inner.city,inactive,no,0,2,265,5336,3.35,Satisfactory,106.5052,excellent,47,15629,99.59,1,no
no,Lawyer,thu,other,may,Inner.city,inactive,no,0,1,93,5.11,3.35,Satisfactory,110.1552,satisfactory,50,15576,98.36,0,no
no,Self-employed,mon,Higher.school.certificate,jun,Inner.city,inactive,no,0,10,250,5976,3.8,Satisfactory,110322,satisfactory,37,15696,87.96,1,no
no,Driver,fri,other,aug,Inner.city,active,yes,0,7,2398,4883,3.6,Satisfactory,108.7852,poor,31,15675,100.39,1,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,2,198,6.21,2.95,Satisfactory,109.3552,satisfactory,40,15612,100.9,0,no
no,Lawyer,mon,Bachelour.degree,jun,Inner.city,inactive,no,0,3,607,6423,3.8,Satisfactory,108422,satisfactory,28,15676,87.73,1,no
no,Lawyer,mon,Bachelour.degree,apr,suburban,inactive,yes,4,1,160,2454,-1.1,Low,110.6192,satisfactory,46,15001,102.28,2,no
no,Gardener,thu,Bachelour.degree,may,Inner.city,inactive,no,0,1,466,5958,3.35,Satisfactory,106.9152,poor,43,15595,99.44,0,no
no,Lawyer,thu,other,may,Inner.city,inactive,no,0,2,1827,6381,3.35,Satisfactory,108.7552,poor,37,15578,98.36,1,yes
no,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,no,0,3,45,6031,3.35,Satisfactory,107.3352,excellent,28,15555,97.72,0,no
no,Lawyer,wed,highschool.certificate,may,Inner.city,inactive,no,0,3,829,6868,3.15,Satisfactory,109.8552,satisfactory,39,15533,100.33,0,no
no,Librarian,tue,highschool.certificate,apr,Inner.city,active,yes,0,2,820,1934,-1.2,Satisfactory,104.24,excellent,75,15288,77.49,1,yes
unknown,Academic,fri,Bachelour.degree,jun,suburban,not.registered,no,0,4,329,6456,3.6,Satisfactory,108402,satisfactory,58,15700,88.89,1,yes
yes,Lawyer,wed,other,jun,Inner.city,inactive,yes,0,3,134,1969,-2.75,Satisfactory,106.5704,poor,34,15232,87.49,1,no
yes,Lawyer,mon,other,may,Inner.city,active,no,0,0,53,6218,3.25,Satisfactory,109.0752,poor,34,15581,98.29,1,no
yes,Driver,tue,doctorate,nov,Inner.city,inactive,yes,0,1,3835,4458,1.55,Satisfactory,107.96,satisfactory,53,15607,85.9,0,yes
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,3,79,2475,-1.2,Satisfactory,108.3844,satisfactory,27,15367,77.55,1,no
yes,Self-employed,thu,TAFE,may,suburban,inactive,no,0,1,572,6523,3.15,Satisfactory,107.1552,poor,37,15569,99.46,0,no
yes,Librarian,fri,Higher.school.certificate,may,suburban,inactive,no,0,1,246,6068,3.25,Satisfactory,109.3952,excellent,61,15637,98.78,1,no
no,Lawyer,wed,Bachelour.degree,jul,Inner.city,active,yes,0,2,232,5986,3.5,Satisfactory,109.3144,poor,27,15719,86.83,1,no
yes,Driver,wed,other,may,Inner.city,inactive,yes,0,1,323,1654,-1,High,104.0844,excellent,51,15245,80.33,1,no
yes,Driver,tue,doctorate,may,Inner.city,inactive,no,0,4,206,5462,3.15,Satisfactory,105.6352,satisfactory,37,15529,97.31,1,no
no,Gardener,mon,TAFE,jul,Inner.city,inactive,yes,0,2,429,5233,3.7,Satisfactory,107.7444,satisfactory,43,15750,84.66,0,no
yes,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,3,887,2989,-1.3,Satisfactory,108.3644,poor,32,15270,79.5,0,no
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,320,2468,-1.1,Satisfactory,105.1844,satisfactory,42,15340,78.16,1,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,298,0.96,-1,Satisfactory,108.3444,satisfactory,34,15312,76.93,0,no
yes,Driver,tue,other,jun,Inner.city,inactive,yes,0,0,685,2139,-3.05,Satisfactory,107.8004,poor,38,15250,87.98,1,yes
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,no,0,3,232,6036,3.15,Satisfactory,110.6552,satisfactory,28,15588,98.28,0,no
yes,Lawyer,mon,other,mar,Inner.city,inactive,yes,0,3,341,1733,-1.4,Satisfactory,112.4644,poor,33,15334,71.28,1,no
no,Gardener,wed,unknown,jun,Inner.city,inactive,no,0,0,904,5917,3.8,Satisfactory,110712,satisfactory,45,15699,84.65,0,no
no,Electrician,wed,other,nov,Inner.city,inactive,yes,0,2,450,5165,1.15,Satisfactory,108.44,unknown,35,15596,86.29,0,no
no,Lawyer,mon,other,nov,Inner.city,active,yes,0,0,112,4734,1.25,Satisfactory,108.67,satisfactory,54,15611,88.82,1,no
yes,Plumber,thu,other,jun,suburban,inactive,yes,0,4,200,6436,3.6,Satisfactory,110.4252,satisfactory,45,15692,96.19,0,no
yes,Driver,fri,other,jul,Inner.city,inactive,yes,0,6,1813,6225,3.5,Satisfactory,105.3544,poor,34,15695,84.03,1,no
no,Self-employed,mon,highschool.certificate,jul,suburban,inactive,no,0,5,585,6155,3.5,Satisfactory,107.8344,satisfactory,44,15669,83.57,0,no
yes,Other,fri,unknown,aug,suburban,inactive,yes,0,5,21,6.75,3.7,Satisfactory,109.0152,satisfactory,51,15681,97,1,no
unknown,Electrician,tue,other,aug,Inner.city,not.registered,yes,0,3,144,6632,3.5,Satisfactory,107.0952,satisfactory,48,15673,105.19,0,no
yes,Electrician,tue,other,aug,Inner.city,inactive,yes,0,7,241,5618,3.6,Satisfactory,106.0352,satisfactory,49,15721,99.35,0,no
yes,Doctor,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,981,3413,-1.3,Satisfactory,105.4344,poor,53,15258,76.76,1,yes
no,Lawyer,tue,Higher.school.certificate,may,suburban,inactive,no,0,1,147,5806,3.35,Satisfactory,108.1552,poor,29,15565,99.58,1,yes
yes,Self-employed,mon,doctorate,may,Inner.city,inactive,no,0,1,132,5203,3.25,Satisfactory,109.4052,satisfactory,44,15596,101.51,0,no
yes,Self-employed,thu,highschool.certificate,jul,suburban,inactive,yes,0,6,767,5282,3.7,Satisfactory,107.5844,satisfactory,28,15671,86.76,1,no
no,Lawyer,tue,other,aug,Inner.city,active,yes,0,5,197,5748,3.8,Satisfactory,106.7552,satisfactory,27,15723,97.55,0,no
no,Lawyer,thu,Bachelour.degree,jun,Inner.city,inactive,no,0,1,342,5318,3.7,Satisfactory,107192,satisfactory,40,15694,86.67,0,yes
yes,Lawyer,wed,Bachelour.degree,may,Inner.city,active,no,0,0,208,5399,3.8,Satisfactory,107452,satisfactory,48,15684,88.44,1,no
no,Self-employed,thu,highschool.certificate,jul,Inner.city,active,yes,0,1,161,6377,3.7,Satisfactory,108.2644,poor,26,15723,82.15,1,no
yes,Plumber,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,2,973,2676,-1.1,Satisfactory,110.8444,poor,43,15318,75.21,1,yes
no,Doctor,fri,Bachelour.degree,may,Inner.city,active,no,0,3,494,5348,3.35,Satisfactory,107.1252,satisfactory,42,15589,92.97,0,no
yes,Lawyer,tue,Higher.school.certificate,jul,Inner.city,active,yes,0,5,263,5358,3.7,Satisfactory,108.6744,satisfactory,50,15668,86.21,0,no
no,Self-employed,thu,TAFE,jun,Inner.city,inactive,no,0,6,76,6351,3.4,Satisfactory,108422,satisfactory,41,15706,84.7,1,no
yes,Driver,wed,doctorate,nov,Inner.city,inactive,yes,0,2,3058,5.2,1.35,Satisfactory,107.86,poor,56,15565,87.27,0,yes
yes,Gardener,mon,Bachelour.degree,aug,suburban,active,yes,0,3,273,6184,3.4,Satisfactory,107.0552,satisfactory,54,15649,100.96,1,no
no,Self-employed,wed,Higher.school.certificate,aug,Inner.city,active,yes,0,3,149,5496,3.7,Satisfactory,106.0052,satisfactory,45,15700,99.82,0,yes
yes,Self-employed,thu,Higher.school.certificate,jun,suburban,inactive,no,0,4,646,6502,3.6,Satisfactory,110022,satisfactory,37,15690,88.19,1,no
no,Self-employed,fri,TAFE,may,suburban,inactive,yes,0,0,71,2.11,-1.3,High,106.5344,satisfactory,34,15263,77.09,2,no
yes,Lawyer,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,5,836,6869,3.7,Satisfactory,110.0144,poor,32,15667,82.93,1,no
yes,Lawyer,tue,other,apr,Inner.city,inactive,yes,0,1,830,2597,-1,Satisfactory,111.81,poor,35,15253,73.01,0,yes
no,Librarian,wed,doctorate,may,Inner.city,inactive,no,0,2,512,5198,3.35,Satisfactory,109.0452,excellent,56,15565,100.53,1,yes
yes,Chef,tue,unknown,apr,Inner.city,inactive,yes,0,2,169,1217,-1.2,Satisfactory,107.6992,poor,19,15032,100.16,0,no
no,Plumber,wed,other,sep,Inner.city,active,yes,2,1,336,1564,-0.25,Low,107.0192,satisfactory,44,14853,101.75,4,yes
yes,Doctor,mon,TAFE,jul,Inner.city,inactive,yes,0,2,484,6277,3.4,Satisfactory,108.0444,satisfactory,37,15692,86.8,1,no
yes,Librarian,fri,Higher.school.certificate,aug,suburban,inactive,yes,0,2,371,5833,3.6,Satisfactory,106.5752,satisfactory,57,15693,100.53,1,no
yes,Self-employed,thu,other,apr,suburban,inactive,yes,0,3,859,2577,-1.3,Satisfactory,108.49,satisfactory,48,15314,75.57,0,no
no,Lawyer,thu,other,nov,Inner.city,inactive,yes,0,6,1835,4927,1.45,Satisfactory,108.6,poor,35,15549,86.62,0,no
no,Other,thu,TAFE,may,suburban,inactive,no,0,4,2898,6362,3.25,Satisfactory,105.2852,poor,36,15562,98.62,1,no
yes,Gardener,tue,Bachelour.degree,may,Inner.city,inactive,no,0,5,26,1056,-1.2,Satisfactory,106.7644,satisfactory,33,15300,77.69,1,no
no,Lawyer,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,1,838,6119,3.4,Satisfactory,109.0744,poor,50,15663,89.15,0,no
no,Librarian,wed,other,aug,Inner.city,inactive,yes,0,1,703,5966,3.7,Satisfactory,110.4652,satisfactory,60,15710,94.96,0,yes
yes,Self-employed,thu,TAFE,may,Inner.city,active,yes,0,1,539,2559,-1.3,Satisfactory,104.7344,satisfactory,37,15309,78.49,1,no
yes,Driver,mon,doctorate,nov,Inner.city,inactive,yes,0,5,365,4531,1.55,Satisfactory,106.97,excellent,60,15589,86.49,0,no
yes,Gardener,thu,Bachelour.degree,may,Inner.city,active,yes,0,1,349,6667,3.7,Satisfactory,102.3644,excellent,56,15703,88.15,0,no
no,Driver,wed,Bachelour.degree,aug,suburban,active,yes,0,1,464,6665,3.6,Satisfactory,108.4652,satisfactory,34,15708,99.15,0,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,7,41,1993,-1.4,High,102.0944,satisfactory,33,15272,78.37,2,no
no,Self-employed,tue,doctorate,may,Inner.city,active,no,0,2,1794,5157,3.15,Satisfactory,112.6052,satisfactory,52,15539,97.15,1,no
yes,Self-employed,tue,highschool.certificate,aug,Inner.city,inactive,yes,0,3,89,6404,3.8,Satisfactory,106.9652,satisfactory,44,15707,98.4,0,no
no,Lawyer,mon,Bachelour.degree,jul,Inner.city,active,yes,0,3,286,932,-2.95,Satisfactory,104.0752,excellent,42,15228,103.65,0,no
no,Driver,tue,unknown,nov,Inner.city,inactive,yes,0,3,683,2326,-0.35,Satisfactory,107.4736,satisfactory,60,14847,69.81,0,yes
yes,Lawyer,fri,other,apr,Inner.city,inactive,yes,0,3,582,2529,-1,High,108.08,excellent,40,15292,80.79,2,no
no,Self-employed,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,909,4731,1.25,Satisfactory,106.94,satisfactory,31,15596,84.26,0,no
unknown,Self-employed,fri,highschool.certificate,may,Inner.city,not.registered,yes,0,2,545,2163,-1.2,High,108.7844,satisfactory,48,15332,78.52,2,no
no,Electrician,fri,other,aug,Inner.city,inactive,yes,0,3,305,5659,3.6,Satisfactory,109.0152,satisfactory,39,15675,103.37,0,no
yes,Driver,fri,Bachelour.degree,nov,suburban,inactive,yes,0,0,191,4788,1.25,High,103.63,satisfactory,57,15583,83.88,1,no
yes,Self-employed,mon,Bachelour.degree,jul,suburban,inactive,yes,0,2,589,5779,3.6,Satisfactory,106.5544,satisfactory,42,15705,85.36,0,no
no,Self-employed,thu,Bachelour.degree,may,Inner.city,inactive,no,0,2,354,5088,3.25,Satisfactory,109.7452,satisfactory,39,15533,95.98,1,no
unknown,Lawyer,tue,other,aug,Inner.city,not.registered,yes,0,3,535,5333,3.7,Satisfactory,106.0852,satisfactory,48,15693,98.6,1,yes
no,Lawyer,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,148,5.34,1.35,Satisfactory,105.42,excellent,52,15577,91.79,0,no
no,Driver,thu,doctorate,apr,Inner.city,inactive,yes,3,3,776,2008,-1.1,Low,110.11,satisfactory,35,15300,73.2,1,yes
no,Self-employed,thu,other,jun,Inner.city,inactive,no,0,2,188,5656,3.7,Satisfactory,108682,poor,35,15673,87.75,1,no
yes,Chef,wed,Bachelour.degree,apr,Inner.city,inactive,yes,0,0,629,2166,-1,Satisfactory,104.97,poor,25,15286,76.56,0,yes
no,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,8,216,5939,3.8,Satisfactory,105.0552,poor,30,15658,102.48,0,no
no,Lawyer,thu,other,may,suburban,inactive,yes,0,2,855,5821,3.35,Satisfactory,107.7552,poor,39,15558,102.48,0,no
no,Driver,tue,Bachelour.degree,may,Inner.city,active,no,0,4,363,5.16,3.35,Satisfactory,109.5952,satisfactory,36,15594,101.03,0,no
yes,Doctor,mon,other,jul,Inner.city,inactive,yes,0,1,1480,6186,3.5,Satisfactory,108.3444,poor,40,15666,82.37,0,yes
no,Lawyer,wed,Higher.school.certificate,may,Inner.city,active,no,0,2,636,6617,3.25,Satisfactory,107.8852,satisfactory,46,15592,98.84,1,no
yes,Doctor,wed,other,aug,Inner.city,inactive,yes,1,5,143,3253,-3.05,Low,105.4508,poor,50,15192,111.73,2,no
yes,Plumber,thu,unknown,may,Inner.city,inactive,no,0,2,245,5105,3.05,Satisfactory,107.6952,poor,25,15552,98.51,1,no
no,Driver,tue,other,jul,Inner.city,inactive,yes,0,4,290,3111,-1.05,High,108232,poor,28,14961,88.03,1,yes
no,Self-employed,thu,TAFE,aug,suburban,inactive,yes,0,1,655,5939,3.7,Satisfactory,107.0352,satisfactory,46,15700,99.8,1,no
yes,Librarian,thu,Bachelour.degree,jul,Inner.city,inactive,yes,0,1,215,6059,3.7,Satisfactory,104.5144,poor,62,15700,87.8,1,no
no,Librarian,wed,unknown,apr,Inner.city,inactive,yes,0,0,282,2735,-1.2,High,109.57,satisfactory,65,15294,71.82,2,yes
yes,Gardener,mon,Higher.school.certificate,aug,Inner.city,inactive,no,0,2,190,6.66,3.6,Satisfactory,102.7252,excellent,50,15679,98.37,0,no
yes,Lawyer,fri,unknown,aug,Inner.city,inactive,yes,0,4,424,5529,3.8,Satisfactory,112.4152,satisfactory,54,15678,98.93,1,no
no,Librarian,thu,Higher.school.certificate,nov,Inner.city,inactive,yes,0,0,359,4903,1.55,Satisfactory,109.86,excellent,54,15555,84.91,1,no
yes,Self-employed,wed,highschool.certificate,may,Inner.city,active,yes,0,3,199,2448,-1,Satisfactory,106.0644,satisfactory,57,15269,76.37,0,no
yes,Electrician,tue,Higher.school.certificate,jun,suburban,inactive,no,0,5,204,6766,3.5,Satisfactory,109752,satisfactory,39,15705,86.34,1,no
